,winner,loser,weight class,method,win_round,win time,winner age,loser age,winner_wins,winner loses,loser wins,loser loses,winner height,loser height,winner reach,loser reach,winner leg reach,loser leg reach,Event name,date
122,Alexis Davis,Julija Stoliarenko,Women's Bantamweight,"Decision (unanimous) (29–27, 29–27, 30–27)",3,5:00,37,28,20,11,9,5,66.00,67.00,68.00,66.00,37.50,38.00,UFC Fight Night: Hermansson vs. Strickland,"February 5, 2022"
123,Philip Rowe,Jason Witt,Welterweight,TKO (punches),2,2:15,31,35,8,3,19,7,75.00,70.00,80.50,70.00,44.00,40.00,UFC Fight Night: Hermansson vs. Strickland,"February 5, 2022"
124,Deiveson Figueiredo,Brandon Moreno (c),Flyweight,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00,34,0,20,2,19,5,65.00,0,68.00,0,38.00,0,UFC 270,"January 22, 2022"
125,Michel Pereira,André Fialho,Welterweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,28,28,26,11,14,3,73.00,72.00,73.00,74.00,42.00,41.00,UFC 270,"January 22, 2022"
126,Said Nurmagomedov,Cody Stamann,Bantamweight,Submission (guillotine choke),1,0:47,29,32,14,2,19,4,68.00,66.50,70.00,64.50,38.50,35.00,UFC 270,"January 22, 2022"
127,Jake Collier,Chase Sherman,Heavyweight,Submission (rear-naked choke),1,2:26,33,32,12,6,15,8,75.00,76.00,78.50,78.00,43.50,43.00,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022"
128,Brandon Royval,Rogério Bontorin,Flyweight,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,29,29,12,6,16,3,69.00,65.00,68.00,67.00,38.50,35.50,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022"
129,Katlyn Chookagian,Jennifer Maia,Women's Flyweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,33,33,16,4,19,7,69.00,64.00,68.00,64.00,42.00,38.00,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022"
130,Court McGee,Ramiz Brahimaj,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,37,29,20,10,9,3,71.00,70.00,75.50,72.00,41.50,39.00,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022"
131,Brian Kelleher,Kevin Croom,Featherweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,35,34,23,12,21,13,66.00,71.00,66.00,73.50,38.00,39.00,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022"
132,T.J. Brown,Charles Rosa,Lightweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,0,35,15,8,14,6,0,69.00,0,69.00,0,39.00,UFC on ESPN: Kattar vs. Chikadze,"January 15, 2022"
133,Derrick Lewis,Chris Daukaus,Heavyweight,KO (punches),1,3:36,36,31,25,8,12,3,75.00,75.00,79.00,76.00,43.50,43.00,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
134,Belal Muhammad,Stephen Thompson,Welterweight,"Decision (unanimous) (30–25, 30–26, 30–26)",3,5:00,32,38,19,3,16,5,71.00,72.00,72.00,75.00,40.00,42.00,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
135,Amanda Lemos,Angela Hill,Women's Strawweight,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,33,36,10,1,13,10,64.00,63.00,65.00,64.50,36.00,38.50,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
136,Ricky Simón,Raphael Assunção,Bantamweight,KO (punches),2,2:14,28,38,18,3,27,8,66.00,65.50,69.00,66.50,38.00,38.50,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
137,Mateusz Gamrot,Carlos Diego Ferreira,Lightweight,TKO (submission to knee to the body),2,3:26,30,-1,19,1,17,4,70.00,0,70.50,0,39.00,0,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
138,Gerald Meerschaert,Dustin Stoltzfus,Middleweight,Submission (rear-naked choke),3,2:58,33,29,33,14,13,3,73.00,72.00,77.50,75.00,40.00,43.50,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
139,Melissa Gatto,Sijara Eubanks,Catchweight (127.5 lb),TKO (body kick and punches),3,0:45,25,35,7,0,7,6,65.00,64.00,69.00,67.00,38.00,37.00,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
140,Charles Jourdain,Andre Ewell,Featherweight,"Decision (unanimous) (30–26, 30–27, 29–27)",3,5:00,25,33,11,4,17,8,69.00,71.00,69.00,76.00,39.00,40.50,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
141,Raquel Pennington,Macy Chiasson,Catchweight (148.5 lb),Submission (guillotine choke),2,3:07,32,29,12,8,7,1,67.00,71.00,67.50,72.00,37.00,42.00,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
142,Don'Tale Mayes,Josh Parisian,Heavyweight,TKO (elbows),3,3:26,29,31,8,4,14,4,78.00,76.00,81.00,79.00,44.00,43.00,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
143,Jordan Leavitt,Matt Sayles,Lightweight,Submission (inverted triangle choke),2,2:05,25,27,8,1,8,3,69.00,67.00,71.00,68.50,39.00,38.00,UFC Fight Night: Lewis vs. Daukaus,"December 18, 2021"
144,Julianna Peña,Amanda Nunes (c),Women's Bantamweight,Submission (rear-naked choke),2,3:26,31,-1,10,4,21,4,66.00,0,69.00,0,39.00,0,UFC 269,"December 11, 2021"
145,Geoff Neal,Santiago Ponzinibbio,Welterweight,"Decision (split) (28–29, 30–27, 29–28)",3,5:00,30,34,13,4,28,4,71.00,72.00,75.00,73.00,41.00,40.50,UFC 269,"December 11, 2021"
146,Kai Kara-France,Cody Garbrandt,Flyweight,TKO (punches),1,3:21,28,29,22,9,12,4,64.00,68.00,69.00,65.50,37.00,38.00,UFC 269,"December 11, 2021"
147,Sean O'Malley,Raulian Paiva,Bantamweight,TKO (punches),1,4:42,26,25,14,1,21,3,71.00,68.00,72.00,69.50,40.00,38.00,UFC 269,"December 11, 2021"
148,Josh Emmett,Dan Ige,Featherweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,36,29,16,2,15,4,66.50,67.00,70.00,71.00,39.50,38.00,UFC 269,"December 11, 2021"
149,Dominick Cruz,Pedro Munhoz,Bantamweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,36,34,23,3,19,6,68.00,66.00,68.00,64.50,37.00,36.50,UFC 269,"December 11, 2021"
150,Tai Tuivasa,Augusto Sakai,Heavyweight,KO (punches),2,0:26,28,29,12,3,15,3,74.00,75.00,75.00,77.00,39.50,42.00,UFC 269,"December 11, 2021"
151,Bruno Silva,Jordan Wright,Middleweight,TKO (punches),1,1:28,31,29,21,6,12,1,64.00,74.00,65.00,77.00,35.00,41.00,UFC 269,"December 11, 2021"
152,André Muniz,Eryk Anders,Middleweight,Submission (armbar),1,3:13,31,34,21,4,14,5,73.00,73.00,78.00,75.00,43.00,43.50,UFC 269,"December 11, 2021"
153,Erin Blanchfield,Miranda Maverick,Women's Flyweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,21,23,7,1,9,3,64.00,63.50,66.00,65.50,36.00,38.00,UFC 269,"December 11, 2021"
154,Ryan Hall,Darrick Minner,Featherweight,"Decision (unanimous) (30–27, 30–27, 29–27)",3,5:00,36,30,8,2,26,12,70.00,67.00,70.50,69.50,42.00,39.00,UFC 269,"December 11, 2021"
155,Tony Kelley,Randy Costa,Bantamweight,TKO (elbows),2,4:15,34,26,7,2,6,2,69.00,69.00,70.00,73.00,40.00,39.00,UFC 269,"December 11, 2021"
156,Gillian Robertson,Priscila Cachoeira,Catchweight (129 lb),Submission (rear-naked choke),1,4:59,25,32,9,6,10,3,65.00,67.00,63.00,65.00,35.50,37.00,UFC 269,"December 11, 2021"
157,José Aldo,Rob Font,Bantamweight,"Decision (unanimous) (50–45, 50–45, 49–46)",5,5:00,34,33,30,7,19,4,67.00,68.00,70.00,71.50,40.00,38.50,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
158,Jamahal Hill,Jimmy Crute,Light Heavyweight,KO (punches),1,0:48,29,25,8,1,12,2,76.00,74.00,79.00,74.00,43.50,43.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
159,Clay Guida,Leonardo Santos,Lightweight,Submission (rear-naked choke),2,1:21,39,41,36,21,18,4,67.00,72.00,70.00,75.00,38.00,42.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
160,Alex Morono,Mickey Gall,Welterweight,"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,30,29,20,7,7,3,71.00,74.00,72.00,74.00,39.00,41.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
161,Duško Todorović,Maki Pitolo,Middleweight,TKO (punches),1,4:34,27,30,10,2,13,8,73.00,70.00,74.00,72.00,41.00,39.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
162,Manel Kape,Zhalgas Zhumagulov,Flyweight,TKO (punches),1,4:02,27,32,16,6,14,5,65.00,64.00,68.00,66.50,39.00,36.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
163,Cheyanne Vlismas,Mallory Martin,Women's Strawweight,"Decision (unanimous) (30–27, 29–28, 29–28)",3,5:00,25,27,6,2,7,4,63.00,64.00,63.00,63.00,36.00,36.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
164,William Knight,Alonzo Menifield,Light Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,33,33,10,2,11,2,70.00,72.00,73.00,76.00,40.00,41.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
165,Claudio Puelles,Chris Gruetzemacher,Lightweight,Submission (kneebar),3,3:25,25,34,10,2,15,4,70.00,68.00,72.00,68.00,40.00,39.00,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
166,Vince Morales,Louis Smolka,Bantamweight,KO (punches),1,2:02,30,29,10,5,17,7,67.00,69.00,70.00,68.50,36.00,37.50,UFC on ESPN: Font vs. Aldo,"December 4, 2021"
167,Ketlen Vieira,Miesha Tate,Women's Bantamweight,"Decision (unanimous) (48–47, 48–47, 49–46)",5,5:00,29,34,11,2,19,7,68.00,66.00,68.00,65.00,39.50,37.50,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
168,Sean Brady,Michael Chiesa,Welterweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,28,33,14,0,18,5,70.00,73.00,72.00,75.50,40.00,43.00,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
169,Taila Santos,Joanne Wood,Women's Flyweight,Submission (rear-naked choke),1,4:49,27,35,18,1,15,6,66.00,66.00,68.00,65.50,37.50,38.50,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
170,Rani Yahya,Kang Kyung-ho,Bantamweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,36,-1,27,10,17,8,66.00,0,67.00,0,37.50,0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
171,Adrian Yanez,Davey Grant,Bantamweight,"Decision (split) (27–30, 29–28, 29–28)",3,5:00,27,35,14,3,13,5,67.00,68.00,70.00,69.00,38.00,40.00,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
172,Lupita Godinez,Loma Lookboonmee,Women's Strawweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,27,25,6,2,6,2,62.00,61.00,61.00,61.50,35.00,34.00,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
173,Cody Durden,Aori Qileng,Flyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,29,-1,11,3,22,10,67.00,0,67.00,0,37.50,0,UFC Fight Night: Vieira vs. Tate,"November 20, 2021"
174,Max Holloway,Yair Rodríguez,Featherweight,"Decision (unanimous) (49–46, 48–47, 48–47)",5,5:00,29,28,22,6,13,2,71.00,71.00,69.00,71.00,42.00,41.50,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
175,Marcos Rogério de Lima,Ben Rothwell,Heavyweight,TKO (punches),1,0:32,35,39,18,7,39,13,73.00,76.00,75.00,78.50,43.00,43.00,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
176,Khaos Williams,Miguel Baeza,Welterweight,TKO (punches),3,1:02,27,28,12,2,10,1,72.00,74.00,77.00,74.50,41.00,41.00,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
177,Song Yadong,Julio Arce,Bantamweight,TKO (head kick and punches),2,1:35,23,31,17,5,17,4,68.00,67.00,67.00,70.00,38.00,39.00,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
178,Joel Álvarez,Thiago Moisés,Catchweight (157.5 lb),TKO (elbows and punches),1,3:01,28,25,18,2,15,5,74.00,69.00,77.00,70.50,42.00,39.00,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
179,Andrea Lee,Cynthia Calvillo,Women's Flyweight,TKO (corner stoppage),2,5:00,32,33,12,5,9,3,66.00,64.00,69.50,64.00,37.00,37.00,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
180,Cortney Casey,Liana Jojua,Catchweight (128.5 lb),"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,33,25,9,9,8,4,67.00,64.00,67.00,62.00,35.00,37.50,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
181,Da Un Jung,Kennedy Nzechukwu,Light Heavyweight,KO (elbows),1,3:04,27,28,14,2,9,1,76.00,77.00,78.50,83.00,40.50,47.00,UFC Fight Night: Holloway vs. Rodríguez,"November 13, 2021"
182,Kamaru Usman (c),Colby Covington,Welterweight,"Decision (unanimous) (48–47, 48–47, 49–46)",5,5:00,-1,33,19,1,16,2,0,71.00,0,72.00,0,41.00,UFC 268,"November 6, 2021"
183,Rose Namajunas (c),Zhang Weili,Women's Strawweight,"Decision (split) (47–48, 48–47, 49–46)",5,5:00,-1,31,10,4,21,2,0,64.00,0,63.00,0,36.00,UFC 268,"November 6, 2021"
184,Marlon Vera,Frankie Edgar,Bantamweight,KO (front kick),3,3:50,28,39,17,7,24,9,68.00,66.00,70.50,68.00,40.50,37.50,UFC 268,"November 6, 2021"
185,Shane Burgos,Billy Quarantillo,Featherweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,29,32,13,3,16,3,71.00,70.00,75.50,70.00,40.00,38.00,UFC 268,"November 6, 2021"
186,Justin Gaethje,Michael Chandler,Lightweight,"Decision (unanimous) (29–28, 29–28, 30–27)",3,5:00,32,35,22,3,22,6,71.00,68.00,70.00,71.50,40.00,37.50,UFC 268,"November 6, 2021"
187,Bobby Green,Al Iaquinta,Lightweight,TKO (punches),1,2:25,34,33,27,12,14,6,70.00,70.00,71.00,70.00,40.00,40.00,UFC 268,"November 6, 2021"
188,Nassourdine Imavov,Edmen Shahbazyan,Middleweight,TKO (elbows),2,4:42,26,23,10,3,11,2,75.00,74.00,75.00,74.00,42.00,42.00,UFC 268,"November 6, 2021"
189,Chris Barnett,Gian Villante,Heavyweight,TKO (spinning wheel kick and punches),2,2:23,34,35,21,7,17,13,69.00,75.00,75.00,76.00,39.00,43.50,UFC 268,"November 6, 2021"
190,Glover Teixeira,Jan Błachowicz (c),Light Heavyweight,Submission (rear-naked choke),2,3:02,41,-1,32,7,28,8,74.00,0,76.00,0,42.50,0,UFC 267,"October 30, 2021"
191,Petr Yan,Cory Sandhagen,Bantamweight,"Decision (unanimous) (49–46, 49–46, 49–46)",5,5:00,28,28,15,2,14,3,67.50,71.00,67.00,70.00,38.00,40.00,UFC 267,"October 30, 2021"
192,Islam Makhachev,Dan Hooker,Lightweight,Submission (kimura),1,2:25,29,31,20,1,21,10,70.00,72.00,70.50,75.00,40.50,42.50,UFC 267,"October 30, 2021"
193,Alexander Volkov,Marcin Tybura,Heavyweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,32,35,33,9,22,6,79.00,75.00,80.00,78.00,47.50,46.00,UFC 267,"October 30, 2021"
194,Khamzat Chimaev,Li Jingliang,Welterweight,Technical Submission (rear-naked choke),1,3:16,26,32,9,0,18,6,74.00,72.00,75.00,71.50,40.00,40.50,UFC 267,"October 30, 2021"
195,Magomed Ankalaev,Volkan Oezdemir,Light Heavyweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,28,31,15,1,17,5,75.00,74.00,75.00,75.00,46.00,40.50,UFC 267,"October 30, 2021"
196,Amanda Ribas,Virna Jandiroba,Women’s Strawweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,27,32,10,2,17,2,64.00,63.00,66.00,64.00,37.00,37.00,UFC 267,"October 30, 2021"
197,Zubaira Tukhugov,Ricardo Ramos,Featherweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,30,25,19,5,15,3,68.00,69.00,68.00,72.00,38.50,40.00,UFC 267,"October 30, 2021"
198,Michał Oleksiejczuk,Shamil Gamzatov,Light Heavyweight,TKO (punches),1,3:31,-1,30,15,4,14,0,0,74.00,0,76.00,0,42.00,UFC 267,"October 30, 2021"
199,Lerone Murphy,Makwan Amirkhani,Featherweight,KO (knee),2,0:14,29,32,10,0,16,6,69.00,70.00,73.50,72.00,39.00,41.00,UFC 267,"October 30, 2021"
200,Andre Petroski,Hu Yaozong,Middleweight,Submission (arm-triangle choke),3,4:46,29,25,6,1,3,2,72.00,75.00,73.00,72.00,39.00,44.00,UFC 267,"October 30, 2021"
201,Marvin Vettori,Paulo Costa,Light Heavyweight,"Decision (unanimous) (48–46, 48–46, 48–46)",5,5:00,27,30,17,5,13,1,72.00,73.00,74.00,72.00,41.00,39.50,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
202,Grant Dawson,Ricky Glenn,Lightweight,"Draw (majority) (29–28, 28–28, 28–28)",3,5:00,27,31,16,1,22,5,70.00,72.00,72.00,70.50,40.00,40.50,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
203,Jessica-Rose Clark,Joselyne Edwards,Women's Bantamweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,33,25,10,6,10,3,65.00,68.00,64.50,70.00,39.00,39.00,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
204,Alex Caceres,Seung Woo Choi,Featherweight,Submission (rear-naked choke),2,3:31,32,-1,18,12,10,3,70.00,0,73.50,0,41.00,0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
205,Francisco Trinaldo,Dwight Grant,Welterweight,"Decision (split) (29–27, 27–29, 29–27)",3,5:00,42,36,26,8,11,3,69.00,73.00,70.00,76.00,40.50,44.00,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
206,Nicolae Negumereanu,Ike Villanueva,Light Heavyweight,TKO (punches),1,1:18,26,-1,10,1,18,12,72.50,0,78.00,0,40.00,0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
207,Gregory Rodrigues,Jun Yong Park,Middleweight,KO (punches),2,3:13,29,30,10,3,13,4,75.00,70.00,75.00,73.00,43.00,39.00,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
208,Jamie Pickett,Laureano Staropoli,Middleweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,32,28,11,6,9,4,74.00,73.00,82.00,71.50,45.00,40.50,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
209,Jai Herbert,Khama Worthy,Lightweight,TKO (punches),1,2:47,33,34,10,3,16,8,73.00,71.00,77.00,74.00,41.00,41.00,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
210,Randa Markos,Lívia Renata Souza,Women's Strawweight,"Decision (unanimous) (30–27, 30–27, 29–28)",3,5:00,35,-1,10,11,14,3,64.00,0,63.50,0,39.00,0,UFC Fight Night: Costa vs. Vettori,"October 23, 2021"
211,Norma Dumont,Aspen Ladd,Women's Featherweight,"Decision (unanimous) (49–46, 49–46, 48–47)",5,5:00,30,26,6,1,9,1,67.00,66.00,67.00,66.00,38.50,38.50,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
212,Andrei Arlovski,Carlos Felipe,Heavyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,42,26,31,20,11,1,75.00,72.00,77.00,75.00,44.00,41.00,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
213,Manon Fiorot,Mayra Bueno Silva,Women's Flyweight,"Decision (unanimous) (30–26, 30–27, 30–27)",3,5:00,31,29,7,1,7,1,67.00,66.00,65.00,66.50,38.00,39.00,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
214,Nate Landwehr,Ľudovít Klein,Featherweight,Submission (anaconda choke),3,2:22,32,26,14,4,17,3,69.00,67.00,72.00,72.50,39.00,41.00,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
215,Bruno Silva,Andrew Sanchez,Middleweight,TKO (punches),3,2:35,31,32,20,6,12,6,64.00,73.00,65.00,74.00,35.00,41.50,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
216,Danny Roberts,Ramazan Emeev,Welterweight,"Decision (split) (29–28, 28–29, 30–27)",3,5:00,33,33,17,5,20,4,73.00,70.00,74.00,76.00,42.00,42.00,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
217,Luana Carolina,Lupita Godinez,Women's Flyweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,27,27,7,2,6,1,66.00,62.00,69.00,61.00,38.50,35.00,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
218,Danaa Batgerel,Brandon Davis,Bantamweight,TKO (elbows and punches),1,2:01,31,30,11,2,14,8,67.00,70.00,70.00,72.00,36.50,39.00,UFC Fight Night: Ladd vs. Dumont,"October 16, 2021"
219,Randy Brown,Jared Gooden,Catchweight (174 lb),"Decision (unanimous) (30–27, 30–27, 30–27)",3,5:00,30,27,13,4,18,6,75.00,72.00,78.00,77.00,45.50,41.00,UFC Fight Night: Dern vs. Rodriguez,"October 9, 2021"
220,Chris Gutiérrez,Felipe Colares,Bantamweight,"Decision (split) (28–29, 30–27, 30–27)",3,5:00,29,27,16,4,10,2,69.00,68.00,67.00,69.50,39.00,39.00,UFC Fight Night: Dern vs. Rodriguez,"October 9, 2021"
221,Alexander Romanov,Jared Vanderaa,Heavyweight,TKO (punches),2,4:43,30,29,14,0,12,5,74.00,76.00,75.00,80.00,43.00,43.00,UFC Fight Night: Dern vs. Rodriguez,"October 9, 2021"
222,Thiago Santos,Johnny Walker,Light Heavyweight,"Decision (unanimous) (48–47, 48–47, 48–47)",5,5:00,37,28,21,9,18,5,74.00,78.00,76.00,82.00,42.50,44.50,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
223,Kevin Holland,Kyle Daukaus,Middleweight,No Contest (accidental clash of heads),1,3:43,28,28,20,7,10,1,75.00,75.00,81.00,76.00,40.00,43.00,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
224,Niko Price,Alex Oliveira,Welterweight,"Decision (unanimous) (29–28, 29–28, 29–28)",3,5:00,31,33,14,5,22,10,72.00,71.00,76.00,76.50,42.50,43.00,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
225,Krzysztof Jotko,Misha Cirkunov,Middleweight,"Decision (split) (29–28, 28–29, 29–28)",3,5:00,31,35,22,5,15,6,73.00,75.00,77.00,77.00,41.00,43.50,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
226,Jared Gordon,Joe Solecki,Lightweight,"Decision (split) (28–29, 29–28, 29–28)",3,5:00,32,27,17,4,11,2,69.00,69.00,68.00,70.50,38.00,39.00,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
227,Karol Rosa,Bethe Correia,Catchweight (138.5 lb),"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,26,37,14,3,11,5,65.00,65.00,67.50,64.00,36.00,36.50,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
228,Jamie Mullarkey,Devonte Smith,Lightweight,TKO (punches),2,2:51,26,27,13,4,11,2,72.00,69.00,74.00,76.00,39.00,41.00,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
229,Stephanie Egger,Shanna Young,Women's Bantamweight,TKO (elbow),2,2:22,32,30,5,2,7,3,66.00,67.00,68.00,65.00,38.50,39.00,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
230,Alejandro Pérez,Johnny Eduardo,Bantamweight,Submission (scarf hold armlock),2,4:13,31,42,21,8,28,12,66.00,67.00,67.00,71.00,36.50,38.50,UFC Fight Night: Santos vs. Walker,"October 2, 2021"
231,Alexander Volkanovski (c),Brian Ortega,Featherweight,"Decision (unanimous) (49–46, 50–45, 50–44)",5,5:00,-1,30,22,1,15,1,0,68.00,0,69.00,0,39.00,UFC 266,"September 25, 2021"
232,Valentina Shevchenko (c),Lauren Murphy,Women’s Flyweight,TKO (elbows and punches),4,4:00,-1,37,21,3,15,4,0,65.00,0,67.00,0,38.00,UFC 266,"September 25, 2021"
233,Robbie Lawler,Nick Diaz,Middleweight,TKO (retirement),3,0:44,39,37,28,15,26,9,71.00,73.00,74.00,76.00,39.00,40.00,UFC 266,"September 25, 2021"
234,Jéssica Andrade,Cynthia Calvillo,Women’s Flyweight,TKO (punches),1,4:54,29,33,21,9,9,2,61.50,64.00,62.00,64.00,35.00,37.00,UFC 266,"September 25, 2021"
235,Merab Dvalishvili,Marlon Moraes,Bantamweight,TKO (punches),2,4:25,30,32,13,4,23,8,66.00,66.00,68.00,67.00,38.00,37.00,UFC 266,"September 25, 2021"
236,Dan Hooker,Nasrat Haqparast,Lightweight,"Decision (unanimous) (30–27, 30–27, 30–26)",3,5:00,31,25,20,10,13,3,72.00,70.00,75.00,72.00,42.50,41.00,UFC 266,"September 25, 2021"
237,Chris Daukaus,Shamil Abdurakhimov,Heavyweight,TKO (punches and elbows),2,1:23,31,39,11,3,20,5,75.00,75.00,76.00,76.00,43.00,41.50,UFC 266,"September 25, 2021"
